id,project_id,title,contract_id_external,contracting_authority,contractor,contract_type,procurement_method,status,award_date,sign_date,start_date,end_date,currency,value_original,value_precision,financing_source,amendment_count,notes
wba_ctr_01HREAL222,wba_prj_01HREAL223,Cotton Road 2 Contract,,wba_org_01HREAL251,wba_org_01HREAL007,construction,direct_award,completed,wba_date_01HREAL358,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL223,wba_prj_01HREAL224,Zagtouli Extension Contract,,wba_org_01HREAL253,wba_org_01HREAL001,construction,direct_award,active,wba_date_01HREAL359,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL224,wba_prj_01HREAL225,Occidental Port Contract,,wba_org_01HREAL255,wba_org_01HREAL007,construction,direct_award,proposed,wba_date_01HREAL360,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL225,wba_prj_01HREAL226,Moroni Power Contract,,wba_org_01HREAL257,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL361,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL226,wba_prj_01HREAL227,Brikama Road Contract,,wba_org_01HREAL259,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL362,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL227,wba_prj_01HREAL228,Cacheu Port Contract,,wba_org_01HREAL262,wba_org_01HREAL001,construction,direct_award,proposed,wba_date_01HREAL363,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL228,wba_prj_01HREAL229,Buchanan Port Contract,,wba_org_01HREAL262,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL364,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL229,wba_prj_01HREAL230,Tripoli Metro Contract,,wba_org_01HREAL262,wba_org_01HREAL014,construction,direct_award,proposed,wba_date_01HREAL365,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL230,wba_prj_01HREAL231,Nouadhibou Port Contract,,wba_org_01HREAL264,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL366,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL231,wba_prj_01HREAL232,Mauritius LRT Phase 2 Contract,,wba_org_01HREAL265,wba_org_01HREAL001,construction,direct_award,proposed,wba_date_01HREAL367,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL232,wba_prj_01HREAL233,Lilongwe Water Contract,,wba_org_01HREAL266,wba_org_01HREAL001,construction,direct_award,active,wba_date_01HREAL368,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL233,wba_prj_01HREAL234,Windhoek Bypass Contract,,wba_org_01HREAL267,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL369,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL234,wba_prj_01HREAL235,Roseires Dam Contract,,wba_org_01HREAL268,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL370,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL235,wba_prj_01HREAL236,Juba-Bor Road Contract,,wba_org_01HREAL269,wba_org_01HREAL001,construction,direct_award,active,wba_date_01HREAL371,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL236,wba_prj_01HREAL237,Neves Port Contract,,wba_org_01HREAL270,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL372,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL237,wba_prj_01HREAL238,Manzini Highway Contract,,wba_org_01HREAL271,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL373,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL238,wba_prj_01HREAL239,Mahe Hospital Contract,,wba_org_01HREAL272,wba_org_01HREAL088,construction,direct_award,active,wba_date_01HREAL374,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL239,wba_prj_01HREAL240,Ndjamena Bridge Contract,,wba_org_01HREAL273,wba_org_01HREAL042,construction,direct_award,proposed,wba_date_01HREAL375,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL240,wba_prj_01HREAL241,Lome 4th Berth Contract,,wba_org_01HREAL274,wba_org_01HREAL152,construction,direct_award,completed,wba_date_01HREAL376,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL241,wba_prj_01HREAL242,Cotonou Flood Contract,,wba_org_01HREAL251,wba_org_01HREAL042,construction,direct_award,active,wba_date_01HREAL377,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL242,wba_prj_01HREAL243,Bobo Market Contract,,wba_org_01HREAL253,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL378,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL243,wba_prj_01HREAL244,Brazzaville Center Contract,,wba_org_01HREAL255,wba_org_01HREAL088,construction,direct_award,completed,wba_date_01HREAL379,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL244,wba_prj_01HREAL245,Comoros Solar Contract,,wba_org_01HREAL257,wba_org_01HREAL001,construction,direct_award,proposed,wba_date_01HREAL380,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL245,wba_prj_01HREAL246,Farafenni Bridge Contract,,wba_org_01HREAL259,wba_org_01HREAL001,construction,direct_award,completed,wba_date_01HREAL381,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL246,wba_prj_01HREAL247,Bafata Hospital Contract,,wba_org_01HREAL262,wba_org_01HREAL001,construction,direct_award,proposed,wba_date_01HREAL382,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL247,wba_prj_01HREAL248,Greenville Port Contract,,wba_org_01HREAL262,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL383,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL248,wba_prj_01HREAL249,Benghazi Port Contract,,wba_org_01HREAL262,wba_org_01HREAL152,construction,direct_award,proposed,wba_date_01HREAL384,,,,USD,,undisclosed,,0,
wba_ctr_01HREAL249,wba_prj_01HREAL250,Kayes Solar Contract,,wba_org_01HREAL261,wba_org_01HREAL001,construction,direct_award,proposed,wba_date_01HREAL385,,,,USD,,undisclosed,,0,
